description_zh,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_total_dietary_g,sugars_g,fe_mg,na_mg,serving_size_g,description_en,source
菠菜奶酪馅饺子配番茄酱,117.0,5.19,3.37,16.82,1.2,1.33,1.66,535.0,250.0,"Ravioli, cheese and spinach filled, with tomato sauce",fndd
菠菜沙拉，无调料,84.0,7.02,5.07,2.09,1.2,0.54,1.22,220.0,74.0,"Spinach salad, no dressing",fndd
菠菜洋蓟蘸酱,329.0,4.21,32.76,5.07,1.2,1.52,0.44,620.0,60.0,Spinach and artichoke dip,fndd
菠菜派,212.0,8.27,15.15,10.35,1.0,0.64,1.25,392.0,90.0,Spanakopita,fndd
菠菜罐头，加脂熟制，脂肪类型未指明,45.0,2.74,3.04,3.31,2.3,0.39,2.24,321.0,165.0,"Spinach, canned, cooked, fat added, NS as to fat type",fndd
菠菜罐头，油煮,49.0,2.73,3.4,3.3,2.3,0.39,2.24,313.0,165.0,"Spinach, canned, cooked with oil",fndd
菠菜罐头，熟，无添加脂肪,23.0,2.81,0.5,3.4,2.4,0.4,2.3,322.0,161.5,"Spinach, canned, cooked, no added fat",fndd
菠菜罐头，黄油或人造黄油烹制,42.0,2.74,2.68,3.31,2.3,0.4,2.23,330.0,165.0,"Spinach, canned, cooked with butter or margarine",fndd
菠菜舒芙蕾,128.0,5.72,8.64,7.13,1.1,2.48,1.01,160.0,75.0,Spinach souffle,fndd
菠菜蘸酱，常规口味,345.0,2.35,35.83,3.44,0.3,2.3,0.23,570.0,60.0,"Spinach dip, regular",fndd
菠菜蘸酱，轻盈口味,165.0,2.2,12.41,11.42,0.3,6.52,0.22,488.0,60.0,"Spinach dip, light",fndd
菠菜蘸酱，酸奶基底,159.0,7.02,12.96,3.59,0.3,3.04,0.21,514.0,60.0,"Spinach dip, yogurt based",fndd
菠菜（成熟）,0.0,0.0,0.61,0.0,1.5950000000000002,0.0,1.0015,115.0,0.0,"SPINACH, REGULAR (MATURE)",foundation
菠菜，冷冻，加油烹调，未指明脂肪类型,56.0,3.89,3.39,4.65,3.6,0.5,1.9,215.0,165.0,"Spinach, frozen, cooked, fat added, NS as to fat type",fndd
菠菜，冷冻，油烹制,59.0,3.88,3.75,4.65,3.6,0.49,1.9,206.0,165.0,"Spinach, frozen, cooked with oil",fndd
菠菜，冷冻，熟，无添加脂肪,34.0,4.0,0.87,4.79,3.7,0.51,1.95,212.0,161.5,"Spinach, frozen, cooked, no added fat",fndd
菠菜，冷冻，黄油或人造黄油煮制,53.0,3.9,3.03,4.66,3.6,0.5,1.9,223.0,165.0,"Spinach, frozen, cooked with butter or margarine",fndd
菠菜，加脂熟制，脂肪种类未指定,59.0,3.32,3.68,3.01,1.8,0.48,1.2,264.0,139.0,"Spinach, fresh, cooked, fat added, NS as to fat type",fndd
菠菜，成熟型,0.0,2.90625,0.6044,2.64135,1.588,0.0,1.054,106.6,0.0,"Spinach, mature",foundation
菠菜，油煮新鲜菠菜,63.0,3.31,4.1,3.01,1.8,0.48,1.2,254.0,139.0,"Spinach, fresh, cooked with oil",fndd
菠菜，煮熟的,44.0,1.88,2.95,3.9,1.7,1.15,1.88,352.0,112.5,"Chard, cooked",fndd
菠菜，煮熟，加油,58.0,2.89,3.4,5.02,4.1,0.72,1.12,163.0,101.5,"Greens, fresh, cooked, fat added",fndd
菠菜，熟制,59.0,3.32,3.68,3.01,1.8,0.48,1.2,264.0,139.0,"Spinach, NS as to form, cooked",fndd
菠菜，熟，无添加脂肪,33.0,3.41,0.7,3.1,1.9,0.49,1.23,262.0,135.0,"Spinach, fresh, cooked, no added fat",fndd
菠菜，生,19.0,1.8,0.2,3.74,1.6,1.1,1.8,213.0,36.0,"Chard, raw",fndd
菠菜，生食,27.0,2.85,0.62,2.41,1.6,0.42,1.26,111.0,13.0,"Spinach, raw",fndd
菠菜，黄油或人造黄油烹饪,55.0,3.33,3.26,3.02,1.8,0.49,1.2,274.0,139.0,"Spinach, fresh, cooked with butter or margarine",fndd
菠萝 upside down cake,273.0,2.38,12.18,39.11,0.7,28.16,0.94,214.0,115.0,"Cake, pineapple, upside down",fndd
菠萝奶油派,274.0,2.36,15.57,31.18,0.7,18.64,0.6,168.0,150.0,"Pie, pineapple cream",fndd
菠萝干,347.0,1.22,0.71,84.11,2.4,77.12,0.16,0.0,40.0,"Pineapple, dried",fndd
菠萝椰子鸡尾酒,151.0,0.36,2.14,19.48,0.1,17.58,0.21,6.0,225.0,Pina Colada,fndd
菠萝汁，100%,53.0,0.36,0.12,12.87,0.2,9.98,0.31,2.0,31.0,"Pineapple juice, 100%",fndd
菠萝沙拉配酱汁,105.0,0.5,5.79,12.79,0.8,10.35,0.06,48.0,184.0,Pineapple salad with dressing,fndd
菠萝罐头，果汁装,48.0,0.44,0.12,12.22,0.8,11.26,0.46,4.0,113.0,"Pineapple, canned, juice pack",fndd
菠萝罐头，糖水浸渍,62.0,0.4,0.11,15.6,0.7,14.88,0.37,1.0,113.0,"Pineapple, canned, in syrup",fndd
菠萝，生,60.0,0.46046875,0.21065,14.09073125,0.9125,11.42,0.05,0.0,83.0,"Pineapple, raw",foundation
菠萝，罐装，NFS,55.0,0.42,0.12,13.91,0.7,13.07,0.42,2.0,113.0,"Pineapple, canned, NFS",fndd
菲达奶酪,273.0,19.71,19.08,5.58,0.0,1.63,0.07,1034.0,29.5,"Cheese, Feta",fndd
萝卜,16.0,0.68,0.1,3.4,1.6,1.86,0.34,39.0,31.5,Radish,fndd
萝卜卜，生食,37.0,1.08,0.16,8.62,2.3,4.46,0.44,12.0,140.0,"Rutabaga, raw",fndd
萝卜，去皮，生食,0.0,0.8875,0.0,0.0,0.0,0.0,0.1373,4.11,0.0,"Rutabaga, peeled, raw",foundation
萨尔萨豆馅玉米饼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pupusas, Beans, restaurant item, Custcatleco, Chicago, IL - NFY0902IM",foundation
葡萄,83.0,0.9,0.2,19.4,0.9,16.74,0.18,5.0,75.0,"Grapes, raw",fndd
葡萄叶包饭配羊肉,271.0,8.17,21.52,11.89,3.3,2.39,1.83,71.0,162.0,Stuffed grape leaves with lamb and rice,fndd
葡萄叶饭,168.0,2.28,11.95,13.88,3.1,2.78,1.25,166.0,56.0,Grape leaves stuffed with rice,fndd
葡萄干,294.5,3.365,0.235,78.15,4.45,63.73,1.835,34.5,40.0,"Currants, dried",fndd
葡萄干全麦吐司,321.0,9.51,4.08,63.44,4.3,20.55,3.17,507.0,23.5,"Bread, wheat or cracked wheat, with raisins, toasted",fndd
葡萄干全麦面包,292.0,8.66,3.72,57.73,3.9,18.7,2.88,462.0,26.0,"Bread, wheat or cracked wheat, with raisins",fndd
葡萄干吐司,297.0,9.69,3.58,57.38,2.8,12.44,3.52,448.0,23.5,"Bread, raisin, toasted",fndd
葡萄干夹心饼干,398.0,2.61,18.29,55.62,2.6,31.36,1.88,500.0,25.0,"Cookie, raisin sandwich, cream-filled",fndd
葡萄干燕麦软曲奇，派珀瑞奇农场烘焙,0.0,0.0,15.0,0.0,3.5,0.0,2.26,296.0,31.3,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",foundation
葡萄干贝果,268.0,9.83,1.21,55.07,1.9,14.1,3.39,382.0,87.0,"Bagel, with raisins",fndd
葡萄干面包,270.0,8.82,3.26,52.21,2.5,11.32,3.2,408.0,26.0,"Bread, raisin",fndd
葡萄干饭,162.0,2.65,2.58,32.13,0.8,6.49,1.21,447.0,162.0,Rice with raisins,fndd
葡萄干饼干,401.0,4.1,13.6,68.0,1.2,47.56,2.29,418.0,30.0,"Cookie, raisin",fndd
葡萄柚,42.0,0.77,0.14,10.66,1.6,6.89,0.08,0.0,154.0,"Grapefruit, raw",fndd
葡萄柚汁,39.0,0.5417187499999999,0.5809941176470588,8.388697916666667,0.25,7.975,0.0708816666666666,1.135,146.5,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",foundation
葡萄柚汁白货架稳定,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,Grapefruit juice white shelf stable ,foundation
葡萄柚汁，白，货架稳定 - NFY1213UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Grapefruit juice, white, shelf stable - NFY1213UT",foundation
葡萄柚，罐装,36.0,0.58,0.1,9.15,0.4,8.75,0.41,2.0,119.0,"Grapefruit, canned",fndd
葡萄汁,63.333333333333336,0.2692708333333333,0.2325,15.375696875,0.2,14.579999999999998,0.16773,6.25475,93.0,"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",foundation
葡萄汁饮料,23.0,0.06,0.1,5.51,0.1,4.99,0.03,5.0,30.0,"Grape juice drink, light",fndd
葡萄汁，紫色，浓缩，添加维生素C，常温稳定,0.0,0.0,0.25,0.0,0.0,0.0,0.0339,4.085,0.0,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",foundation
葡萄番茄（生）,27.0,0.83,0.63,5.51,2.1,0.0,0.33,6.0,100.85,"Tomatoes, grape, raw",foundation
葡萄糖水,0.0,0.0,0.0,0.12,0.0,0.12,0.0,9.0,120.0,"Fluid replacement, 5% glucose in water",fndd
葡萄酒，轻盈型,49.0,0.07,0.0,1.17,0.0,1.15,0.4,7.0,180.0,"Wine, light",fndd
葡萄，绿，无籽，新鲜，生,0.0,0.0,0.245,0.0,0.0,0.0,0.235,0.0,0.0,"grapes, green, seedless, fresh, raw",foundation
葵花籽仁（生）,0.0,18.8733,48.44,24.5007,7.215,0.0,4.37,0.0,0.0,"Seeds, sunflower seed, kernel, raw",foundation
葵花籽油,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14.0,"OIL, SUNFLOWER",foundation
葵花籽，咸味,575.0,19.1,49.21,23.78,11.0,2.7,3.76,462.0,37.175,"Sunflower seeds, plain, salted",fndd
蒙特雷杰克奶酪块,0.0,0.0,32.269999999999996,0.0,0.0,0.0,0.0,667.75,0.0,"monterey jack cheese, block",foundation
蒜瓣，去皮，去根，生,0.0,1.3775,0.0,0.0,0.0,0.0,0.3323,3.636,0.0,"Shallots, bulb, peeled, root removed, raw",foundation
蒜蓉大虾,192.0,15.41,12.98,2.27,0.2,0.1,0.5,168.0,125.0,Shrimp scampi,fndd
蒜蓉虾，波多黎各风味,281.0,11.56,24.96,2.45,0.2,0.47,0.41,476.0,159.0,"Shrimp in garlic sauce, Puerto Rican style",fndd
蒜蓉面包,349.0,8.34,16.58,41.64,2.5,3.68,3.04,620.0,74.0,"Garlic bread, from fast food / restaurant",fndd
蒜蓉面包，帕尔马干酪风味，冷冻的,351.0,8.78,16.83,41.14,2.5,3.62,3.0,568.0,79.0,"Garlic bread, with parmesan cheese, from frozen",fndd
蒜蓉面包，融化的芝士，冷冻的,343.0,10.36,17.1,36.86,2.2,3.44,2.68,564.0,88.0,"Garlic bread, with melted cheese, from frozen",fndd
蒜蓉面包，融芝士,339.0,11.41,17.34,34.21,2.0,3.31,2.48,636.0,88.0,"Garlic bread, with melted cheese, from fast food / restaurant",fndd
蒜香面包,350.0,8.36,16.61,41.72,2.5,3.69,3.05,544.0,74.0,"Garlic bread, from frozen",fndd
蒜香面包卷,309.0,10.84,6.44,51.92,2.0,5.53,3.71,465.0,39.0,"Roll, garlic",fndd
蒜香面包，帕尔马干酪口味，快餐/餐厅,351.0,8.76,16.8,41.06,2.4,3.61,2.99,642.0,79.0,"Garlic bread, with parmesan cheese, from fast food / restaurant",fndd
"蒲公英 greens, 煮熟",71.0,2.82,3.47,9.58,3.6,0.74,3.23,209.0,82.5,"Dandelion greens, cooked",fndd
蒲公英菜，生,45.0,2.7,0.7,9.2,3.5,0.71,3.1,76.0,41.5,"Dandelion greens, raw",fndd
蒸三文鱼,237.0,25.82,14.1,0.0,0.0,0.0,0.44,177.0,140.0,"Fish, salmon, steamed",fndd
蒸牡蛎,65.0,7.23,2.16,3.44,0.0,0.78,5.84,108.0,85.0,"Oysters, steamed",fndd
蒸白鱼,104.0,22.33,1.33,0.0,0.0,0.0,0.46,199.0,90.0,"Fish, white, mixed species, steamed",fndd
蒸藜蒿,54.0,3.11,3.22,4.85,2.0,0.6,0.68,149.0,139.0,"Lambsquarter, cooked",fndd
蒸蛤或煮蛤,109.0,18.57,1.22,4.52,0.0,0.0,2.05,71.0,85.0,"Clams, steamed or boiled",fndd
蒸西兰花,0.0,0.0,0.39,0.0,0.0,0.0,0.6499999999999999,52.0,0.0,"Broccoli, steamed, Pass 2, Region 2, Pure Composite, CY010HJ",foundation
蒸馄饨/饺子/锅贴,113.0,6.9,4.6,11.07,1.2,2.3,0.62,368.0,75.0,"Wonton, dumpling or pot sticker, steamed",fndd
蒸鱼,171.0,23.41,8.11,0.0,0.0,0.0,0.45,191.0,90.0,"Fish, NS as to type, steamed",fndd
蒸鲈鱼,123.0,23.28,2.53,0.0,0.0,0.0,0.37,184.0,90.0,"Fish, bass, steamed",fndd
蓝奶酪,353.0,21.4,28.74,2.34,0.0,0.5,0.31,1146.0,21.0,"Cheese, Blue or Roquefort",fndd
蓝奶酪酱,484.0,1.37,51.1,4.77,0.4,3.48,0.09,642.0,44.0,Blue or roquefort cheese dressing,fndd
蓝泳蟹肉块，巴氏杀菌，冷藏,0.0,0.0,0.785,0.0,0.0,0.0,0.581,322.5,0.0,"crab, blue swimming, lump, pasteurized, refrigerated",foundation
蓝游泳蟹肉块，巴氏杀菌，冷藏,0.0,18.65,0.8075,0.0,0.0,0.0,0.6319,331.3,0.0,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",foundation
蓝纹奶酪沙拉酱,300.0,1.44,26.06,15.18,1.1,5.46,0.1,728.0,44.0,"Blue or roquefort cheese dressing, light",fndd
蓝纹奶酪酱，无脂肪,115.0,1.52,1.01,25.6,1.8,7.44,0.12,814.0,44.0,"Blue or roquefort cheese dressing, fat free",fndd
蓝莓,64.0,0.7015625,0.30815,14.5708875,2.4,9.36,0.3399,0.0,75.0,"Blueberries, raw",foundation
蓝莓干,317.0,2.5,2.5,80.0,7.5,67.5,0.9,3.0,40.0,"Blueberries, dried",fndd
蓝莓挞,231.0,2.66,8.86,36.2,4.0,17.63,1.32,179.0,125.0,"Cobbler, berry",fndd
蓝莓汁,42.0,0.46,0.2,9.47,1.6,6.08,0.22,1.0,31.0,Blueberry juice,fndd
蓝莓派,300.0,2.82,15.52,37.95,2.5,15.49,1.21,217.0,150.0,"Pie, blueberry",fndd
蓝莓派馅料,181.0,0.41,0.2,44.38,2.6,37.75,0.8,12.0,195.0,Blueberry pie filling,fndd
蓝莓糖浆,341.0,0.0,0.0,85.13,0.1,53.0,0.04,0.0,40.0,Blueberry syrup,fndd
蓝莓（鲜，生）,0.0,0.0,0.265,0.0,0.0,0.0,0.3974999999999999,0.0,0.0,"blueberries, fresh, raw",foundation
蓝莓，罐装,88.0,1.04,0.4,22.66,2.6,17.45,0.43,3.0,187.5,"Bluberries, canned",fndd
蔓越莓,46.0,0.46,0.13,11.97,3.6,4.27,0.23,2.0,50.0,"Cranberries, raw",fndd
蔓越莓干,308.0,0.17,1.09,82.8,5.3,72.56,0.39,5.0,40.0,"Cranberries, dried",fndd
蔓越莓果汁混合饮，100%果汁,46.0,0.12,0.18,11.16,0.2,9.04,0.12,7.0,81.0,"Cranberry juice blend, 100% juice",fndd
蔓越莓果汁混合，100%果汁，添加钙,45.0,0.27,0.12,10.91,0.1,9.8,0.08,6.0,31.0,"Cranberry juice blend, 100% juice, with calcium added",fndd
蔓越莓汁,32.0,0.0,0.3191666666666666,7.261875,0.1,3.41,0.1230666666666666,5.8486666666666665,31.0,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED",foundation
蔓越莓汁饮料,54.0,0.0,0.1,13.52,0.0,11.87,0.1,2.0,31.0,"Cranberry juice drink, with high vitamin C",fndd
蔓越莓汁饮料，高维C，清淡,19.0,0.1,0.0,4.7,0.1,4.6,0.06,5.0,30.0,"Cranberry juice drink, with high vitamin C, light",fndd
蔓越莓酱,159.0,0.9,0.15,40.4,1.1,31.75,0.41,5.0,70.0,Cranberry sauce,fndd
蔬菜 fajita,166.0,3.22,7.84,20.43,2.0,3.7,1.32,343.0,95.0,"Fajita, vegetable",fndd
蔬菜冰沙,89.0,2.75,6.63,5.84,2.8,2.57,0.41,38.0,432.0,Vegetable smoothie,fndd
蔬菜卷饼三明治,160.0,5.42,6.55,19.71,1.8,3.33,1.68,528.0,165.0,Vegetable sandwich wrap,fndd
蔬菜吉利丁沙拉,61.0,1.47,0.02,14.02,0.7,11.93,0.14,69.0,120.0,Gelatin salad with vegetables,fndd
蔬菜咖喱,86.0,1.6,5.27,8.81,1.8,3.18,0.68,388.0,240.0,Vegetable curry,fndd
蔬菜咖喱饭,103.0,2.03,3.27,16.48,1.3,1.93,0.88,331.0,200.0,Vegetable curry with rice,fndd
蔬菜墨西哥烤饼,253.0,8.14,11.32,29.18,2.2,3.1,2.06,524.0,70.0,"Quesadilla, with vegetables",fndd
蔬菜天妇罗,239.0,3.81,15.81,20.45,1.6,1.49,1.54,12.0,46.5,Vegetable tempura,fndd
蔬菜奶油意面,141.0,4.0,6.04,17.27,1.1,0.99,0.72,204.0,250.0,"Pasta with cream sauce and added vegetables, from home recipe",fndd
蔬菜奶油意面（即食）,154.0,3.92,7.72,16.9,1.1,0.96,0.7,340.0,250.0,"Pasta with cream sauce and added vegetables, ready-to-heat",fndd
蔬菜奶油汤,78.0,1.41,4.72,7.83,1.1,1.69,0.36,245.0,347.5,"Soup, cream of vegetable",fndd
蔬菜奶酪厚皮冷冻披萨,253.0,9.76,11.49,27.67,2.1,3.6,2.14,418.0,190.0,"Pizza, cheese with vegetables, from frozen, thick crust",fndd
蔬菜奶酪沙拉,203.0,5.0,16.01,9.82,2.4,4.44,0.79,293.0,160.5,Pea salad with cheese,fndd
蔬菜奶酪灌装 manicotti，番茄酱，无肉版,135.0,6.43,5.18,15.89,1.0,1.62,1.42,394.0,189.0,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",fndd
蔬菜小泡芙,344.0,6.19,2.3,85.79,3.8,17.84,24.74,13.0,7.0,"Baby Toddler puffs, vegetable",fndd
蔬菜意面,128.0,4.52,0.11,26.55,4.3,1.15,0.49,99.0,140.0,"Pasta, vegetable, cooked",fndd
蔬菜意面酱,84.0,1.795,6.369999999999999,5.05,1.05,3.2,0.3999999999999999,372.0,162.5,Alfredo sauce with added vegetables,fndd
蔬菜意面（无酱料）,144.0,4.46,3.54,23.1,2.3,1.24,1.04,148.0,150.0,"Pasta with vegetables, no sauce or dressing",fndd
蔬菜抓饭,109.0,1.93,3.2,17.91,1.2,1.18,1.04,177.0,193.5,Biryani with vegetables,fndd
蔬菜披萨上的配料,247.0,15.59,15.61,12.18,1.9,5.75,2.18,805.0,73.5,Topping from vegetable pizza,fndd
蔬菜水果汁饮料，高维生素C型,29.0,0.04,0.01,7.47,0.0,2.1,0.04,21.0,31.0,"Vegetable and fruit juice drink, with high vitamin C",fndd
蔬菜水果汁饮料，高维生素C，低卡版,4.0,0.0,0.0,1.1,0.0,0.63,0.3,14.0,116.5,"Vegetable and fruit juice drink, with high vitamin C, diet",fndd
蔬菜水果汁饮料，高维生素C，轻淡口味,4.0,0.0,0.0,1.1,0.0,0.63,0.3,14.0,30.0,"Vegetable and fruit juice drink, with high vitamin C, light",fndd
蔬菜水果汁，100%果汁，高维生素C,46.0,0.3,0.01,11.15,0.0,10.37,0.31,29.0,120.0,"Vegetable and fruit juice, 100% juice, with high vitamin C",fndd
蔬菜汤,27.0,0.84,0.45,5.08,1.0,1.33,0.2,243.0,245.0,"Soup, vegetable",fndd
蔬菜沙拉配鳄梨番茄胡萝卜（无调味酱）,54.0,1.29,3.39,5.5,2.7,1.64,0.37,33.0,87.0,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",fndd
蔬菜火鸡填馅减肥冷冻餐,96.0,9.3,1.82,10.66,1.5,3.79,0.67,210.0,241.0,"Turkey with vegetable, stuffing, diet frozen meal",fndd
蔬菜炒河粉,74.0,1.56,0.97,14.46,1.1,1.39,0.29,189.0,152.0,"Chow fun noodles with vegetables, meatless",fndd
蔬菜炒蛋,128.33333333333334,10.096666666666666,8.996666666666666,1.76,0.2666666666666666,0.9433333333333334,1.5433333333333332,239.0,126.66666666666669,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",fndd
蔬菜炖菜,47.0,1.41,0.24,10.07,2.1,2.51,0.36,296.0,255.0,"Stew, vegetable",fndd
蔬菜炖菜，无添加脂肪烹饪,69.0,1.49,0.18,15.74,2.1,3.14,0.26,169.0,120.0,"Vegetables, stew type, cooked, no added fat",fndd
蔬菜烤虾串（不含土豆）,83.0,11.23,1.59,5.74,0.8,2.37,0.32,240.0,154.0,"Shrimp shish kabob with vegetables, excluding potatoes",fndd
蔬菜煎蛋,35.0,2.97,0.56,4.51,1.9,1.19,1.01,94.0,0.0,Dark green vegetables as ingredient in omelet,fndd
蔬菜煎蛋配料,39.0,3.24,0.39,5.74,2.1,2.73,0.28,7.0,0.0,Other vegetables as ingredient in omelet,fndd
蔬菜片,495.0,4.72,26.56,59.2,7.8,6.9,1.6,329.0,30.0,Vegetable chips,fndd
蔬菜玛芬,306.0,5.05,13.14,42.64,0.9,22.72,1.93,290.0,100.0,"Muffin, zucchini",fndd
蔬菜用番茄酱,104.0,0.48,6.15,12.08,0.6,11.4,0.4,965.0,45.0,"Tomato sauce, for use with vegetables",fndd
蔬菜番茄酱拌面，减肥冷冻餐,70.0,3.63,1.55,10.82,1.7,2.71,0.87,134.0,284.0,"Noodles with vegetables in tomato-based sauce, diet frozen meal",fndd
蔬菜粥,38.0,1.12,0.12,7.88,0.4,0.37,0.4,235.0,255.0,"Congee, with vegetables",fndd
蔬菜罐头汤,38.0,1.12,0.4,7.62,1.2,0.95,0.24,260.0,342.5,"Soup, vegetable, canned",fndd
蔬菜肉汤,44.0,3.36,1.6,4.04,0.8,1.1,0.31,249.0,342.5,"Soup, vegetable, with meat",fndd
蔬菜芝士薄饼冷冻披萨,240.0,9.24,10.81,26.51,2.1,3.62,2.04,393.0,218.0,"Pizza, cheese, with vegetables, from frozen, thin crust",fndd
蔬菜萨姆巴尔炖菜,86.0,4.33,2.71,11.77,4.0,1.97,1.67,207.0,186.0,"Sambar, vegetable stew",fndd
蔬菜蘑菇酱金枪鱼烩菜，无面条,115.0,9.04,5.12,8.39,0.9,1.81,1.0,364.0,168.0,"Tuna casserole with vegetables and mushroom sauce, no noodles",fndd
蔬菜蘑菇酱金枪鱼面条烩菜,124.0,8.11,4.46,12.96,1.0,1.49,1.15,280.0,252.0,Tuna noodle casserole with vegetables and mushroom sauce,fndd
蔬菜蘸酱，低脂版,198.0,2.04,15.19,13.6,0.3,7.37,0.3,602.0,60.0,"Vegetable dip, light",fndd
蔬菜蘸酱，普通口味,429.0,2.23,45.12,3.57,0.3,2.05,0.32,713.0,60.0,"Vegetable dip, regular",fndd
蔬菜蘸酱，酸奶基底,191.0,8.16,16.03,3.76,0.3,2.99,0.29,641.0,60.0,"Vegetable dip, yogurt based",fndd
蔬菜豆类薄饼披萨,203.0,9.29,6.63,26.88,3.2,2.97,2.08,401.0,162.0,"Pizza with beans and vegetables, thin crust",fndd
蔬菜豌豆胡萝卜，熟，加油脂,80.0,2.89,2.9,10.74,3.7,4.17,0.95,188.0,124.0,"Peas and carrots, frozen, cooked, fat added",fndd
蔬菜金枪鱼面条烩菜，奶油或白酱味,149.0,8.99,6.22,14.16,0.9,2.37,1.26,211.0,252.0,"Tuna noodle casserole with vegetables, cream or white sauce",fndd
蔬菜面包,259.0,9.67,3.26,47.98,1.8,3.54,3.48,532.0,44.0,"Bread, vegetable",fndd
薄底披萨，加芝士,268.0,12.08,10.29,31.71,2.2,3.48,2.35,549.0,121.0,"Pizza, extra cheese, thin crust",fndd
薄底水果奶酪披萨,230.0,9.51,8.06,30.01,2.1,4.93,2.06,447.0,134.0,"Pizza, cheese, with fruit, thin crust",fndd
薄底芝士披萨,266.0,11.39,9.69,33.33,2.3,3.58,2.48,540.0,112.5,"Pizza, cheese, from restaurant or fast food, thin crust",fndd
薄底蔬菜奶酪比萨饼,234.0,9.96,8.37,29.86,2.2,3.63,2.18,465.0,130.5,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",fndd
薄脆冷冻披萨，配意大利辣香肠,274.0,12.25,12.71,27.52,2.9,3.54,2.1,523.0,209.0,"Pizza with pepperoni, from frozen, thin crust",fndd
薄荷朱利普酒,187.0,0.0,0.01,5.75,0.0,5.75,0.03,4.0,225.0,Mint julep,fndd
薄荷糖,394.0,0.0,0.1,98.3,0.0,31.45,0.15,19.0,7.0,"Candy, mint",fndd
薄饼底意式辣香肠披萨,282.0,11.74,11.91,31.98,2.3,3.26,2.52,620.0,119.0,"Pizza with pepperoni, from restaurant or fast food, thin crust",fndd
薯条,243.4,2.788,13.214000000000002,28.888,2.6,0.512,0.6880000000000001,260.8,29.0,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GK",foundation
薯条加芝士,260.0,3.33,14.22,29.76,2.6,0.3,0.72,365.0,111.0,"Potato, french fries, with cheese",fndd
薯条配芝士,181.0,4.55,10.29,17.67,1.5,1.2,0.61,195.0,135.0,"Potato, french fries, with cheese, school",fndd
薯条（家常薯条）,213.0,1.87,15.2,17.91,1.6,1.21,0.61,396.0,150.0,"Potato, home fries, from restaurant / fast food",fndd
薯条（炸）,198.0,1.93,13.1,18.5,1.6,1.25,0.64,141.0,9.0,"Potato, french fries, from fresh, fried",fndd
薯条（自制）,185.0,1.96,11.52,18.76,1.6,1.26,0.65,279.0,100.0,"Potato, home fries, from fresh",fndd
薯条（辣椒味）,241.0,5.2,10.78,30.79,3.6,0.69,1.17,261.0,92.0,"Potato, french fries, with chili",fndd
薯条（辣椒奶酪味）,221.0,4.66,11.42,24.87,2.7,0.59,1.01,363.0,162.5,"Potato, french fries, with chili and cheese",fndd
薯条，即食家常烤薯块,197.0,1.92,13.03,18.4,1.6,1.24,0.64,340.0,150.0,"Potato, home fries, ready-to-heat",fndd
薯条，原味,522.0,6.7,34.4,53.3,3.4,0.22,2.27,633.0,28.0,"Potato sticks, plain",fndd
薯条，家用炸薯块，NFS,197.0,1.92,13.03,18.4,1.6,1.24,0.64,340.0,100.0,"Potato, home fries, NFS",fndd
薯条，油炸形状,517.0,6.63,34.06,52.77,3.4,0.22,2.25,1010.0,28.0,"Potato sticks, fry shaped",fndd
薯条，调味,517.0,6.63,34.06,52.77,3.4,0.22,2.25,1010.0,28.0,"Potato sticks, flavored",fndd
薯条，配蔬菜,173.0,1.72,11.77,15.6,1.5,1.84,0.58,382.0,100.0,"Potato, home fries, with vegetables",fndd
薯片派,328.0,9.96,20.98,26.32,2.9,0.86,1.24,572.0,150.0,Frito pie,fndd
薯片（波浪形，烧烤味）,487.0,6.51,31.06,55.92,3.8,5.47,1.36,545.0,28.0,"Potato chips, ruffled, barbecue flavored",fndd
薯片（波浪形，酸奶油洋葱味）,487.0,6.51,31.06,55.92,3.8,5.47,1.36,545.0,28.0,"Potato chips, ruffled, sour cream and onion flavored",fndd
薯片（烘焙，调味）,467.0,4.97,18.11,71.04,4.8,4.99,0.8,726.0,28.0,"Potato chips, baked, flavored",fndd
薯片（烤制，原味）,469.0,5.0,18.2,71.4,4.8,5.01,0.8,536.0,28.0,"Potato chips, baked, plain",fndd
薯片（芝士味）,487.0,6.51,31.06,55.92,3.8,5.47,1.36,545.0,28.0,"Potato chips, cheese flavored",fndd
