description_en,description_zh
"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7T",金枪鱼罐头，MY ESSENTIALS，水浸，去水 (NC) - NFY090R7T
"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7U",金枪鱼，罐装，MY ESSENTIALS，水浸，去水（NC）- NFY090R7U
"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7V",金枪鱼罐头，MY ESSENTIALS，水浸，沥干固体（NC）- NFY090R7V
"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7W",金枪鱼罐头，_MY_ESSENTIALS_，水浸，去水（NC）- NFY090R7W）
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVE",金枪鱼，水浸，SAFEWAY牌，去水（加州）- NFY090SVE
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVF",金枪鱼，水浸，SAFEWAY，去水（加州）- NFY090SVF
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVG",金枪鱼，水浸，SAFEWAY牌，沥干固体（加州）- NFY090SVG
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVH",金枪鱼，罐装，SAFEWAY，水浸，去水（加州）- NFY090SVH
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVI",金枪鱼，罐装，SAFEWAY，水浸，沥干固体（加州）- NFY090SVI
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVJ",金枪鱼，水浸，SAFEWAY牌，去水（加州）- NFY090SVJ
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVK",金枪鱼，罐装，SAFEWAY，水浸，沥干固体（加州）- NFY090SVK
"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVL",金枪鱼罐头，SAFEWAY品牌，水浸，去水（加州）- NFY090SVL
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX4",金枪鱼罐头，SAFEWAY牌，水浸，去水 (CO) - NFY090SX4
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX5",金枪鱼，水浸，SAFEWAY，去水（CO）
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX6",金枪鱼，水浸，SAFEWAY品牌，去水固体（CO）- NFY090SX6
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX7",金枪鱼，水浸，SAFEWAY品牌，沥干固体（CO）- NFY090SX7
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX8",金枪鱼罐头，SAFEWAY牌，水浸，去水净重 (CO) - NFY090SX8
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX9",金枪鱼，水浸，SAFEWAY，沥干固体（CO）- NFY090SX9
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SXA",金枪鱼，SAFEWAY牌，水浸，去水（CO）
"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SXB",金枪鱼，水浸，SAFEWAY品牌，沥干固体（CO）- NFY090SXB
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SBZ",金枪鱼罐头，SHOP RITE，水浸，去水实重（CT）- NFY090SBZ
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC0",金枪鱼罐头，SHOP RITE，水浸，去水固体（CT）- NFY090SC0
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC1",金枪鱼罐头，SHOP RITE，水浸，去水固体（CT）- NFY090SC1
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC2",金枪鱼，水浸，SHOP RITE牌，去水固体（CT）- NFY090SC2
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC3",金枪鱼罐头，SHOP RITE，水浸，去水固体（CT）- NFY090SC3
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC4",金枪鱼罐头，SHOP RITE牌，水浸，去水实重（CT）- NFY090SC4
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC5",金枪鱼罐头，SHOP RITE，水浸，去水实重（CT）- NFY090SC5
"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC6",金枪鱼，水浸，SHOP RITE品牌，沥干固体（CT）- NFY090SC6
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SS8",金枪鱼罐头，STARKIST，轻块，水浸，去水（AL）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SS9",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（AL）- NFY090SS9
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSA",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSA
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSB",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSB
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSC",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSC
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSD",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSD
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSE",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSE
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSF",金枪鱼，罐装，STARKIST，轻块，水浸，去水（AL）- NFY090SSF）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVM",金枪鱼，罐装，STARKIST，轻块，水浸，去水（加州）- NFY090SVM
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVN",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CA）- NFY090SVN
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVO",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CA）- NFY090SVO
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVP",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090SVP
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVQ",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CA）- NFY090SVQ
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVR",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CA）- NFY090SVR
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVS",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CA）- NFY090SVS
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVT",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CA）- NFY090SVT
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T26",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090T26
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T27",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090T27
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T28",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CA）- NFY090T28
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T29",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090T29
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2A",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090T2A
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2B",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（加州）- NFY090T2B
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2C",金枪鱼，罐装，STARKIST，轻块，水浸，去水（加州）- NFY090T2C
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2D",金枪鱼罐头，STARKIST牌，轻块，水浸，沥干固体（加州）- NFY090T2D
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXK",金枪鱼，罐装，STARKIST，轻块，水浸，去水(CO) - NFY090SXK
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXL",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CO）- NFY090SXL
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXM",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CO）- NFY090SXM
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXN",金枪鱼，罐装，STARKIST，轻块，水浸，去水 (CO) - NFY090SXN
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXO",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CO）- NFY090SXO
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXP",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CO）- NFY090SXP
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXQ",金枪鱼，罐装，STARKIST，轻块，水浸，去水(CO) - NFY090SXQ
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXR",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CO）- NFY090SXR
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBB",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CT）- NFY090SBB
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBC",金枪鱼，罐装，STARKIST，轻块，水浸，去水 (CT) - NFY090SBC
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBD",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CT）- NFY090SBD
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBE",金枪鱼，罐装，STARKIST，轻块，水浸，去水 (CT) - NFY090SBE
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBF",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CT）- NFY090SBF
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBG",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（CT）- NFY090SBG
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBH",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CT）- NFY090SBH
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBI",金枪鱼，罐装，STARKIST，轻块，水浸，去水（CT）- NFY090SBI
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8W",金枪鱼，罐装，STARKIST，轻块，水浸，去水（FL）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8X",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（FL）- NFY090S8X
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8Y",金枪鱼，罐装，STARKIST，轻块，水浸，去水（FL）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8Z",金枪鱼，罐装，STARKIST，轻块，水浸，去水（FL）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S90","结果：
            金枪鱼，罐装，STARKIST，轻块，水浸，去水（FL）- NFY090S90"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S91",金枪鱼，罐装，STARKIST，轻块，水浸，去水 (FL) - NFY090S91
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S92",金枪鱼，罐装，STARKIST，轻块，水浸，去水（FL）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S93",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（FL）- NFY090S93
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STN",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（内）- NFY090STN
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STO",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（内）- NFY090STO
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STP",金枪鱼，罐装，STARKIST，轻块，水浸，去水（内）- NFY090STP
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STQ",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（内）- NFY090STQ
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STR",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（内）- NFY090STR
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STS",金枪鱼，罐装，STARKIST，轻块，水浸，去水（内含）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STT",金枪鱼，罐装，STARKIST，轻块，水浸，去水（含量）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (IN) - NFY090STU",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（内）- NFY090STU
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQO",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MI）- NFY090SQO
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQP",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MI）- NFY090SQP
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQQ",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（MI）- NFY090SQQ
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQR",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（MI）- NFY090SQR
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQS",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MI）- NFY090SQS
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQT",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQU",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MI）- NFY090SQU
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQV",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MI）- NFY090SQV
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ2",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MO）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ3",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MO）- NFY090SZ3
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ4",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（MO）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ5",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MO）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ6",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MO）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ7",金枪鱼，罐装，STARKIST，轻块，水浸，去水（MO）
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ8",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（MO）- NFY090SZ8
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ9",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（MO）- NFY090SZ9
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7X",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（NC）- NFY090R7X
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7Y",金枪鱼，罐装，STARKIST，轻块，水浸，去水（NC）- NFY090R7Y
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7Z",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（NC）- NFY090R7Z
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R80",金枪鱼罐头，STARKIST牌，轻块，水浸，去水净重（NC）- NFY090R80
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R81",金枪鱼，罐装，STARKIST，轻块，水浸，去水（NC）- NFY090R81
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R82",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（NC）- NFY090R82
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R83",金枪鱼，罐装，STARKIST，轻块，水浸，去水（NC）- NFY090R83
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R84",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（NC）- NFY090R84
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S7Y","金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（纽约）- NFY090S7Y
```plaintext
水浸金枪鱼STARKIST轻块
```"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S7Z","金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（纽约）- NFY090S7Z
输出：水浸金枪鱼（STARKIST）轻块，罐装，沥干固体"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S80",金枪鱼，罐装，STARKIST，轻块，水浸，去水（纽约）- NFY090S80
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S81",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（纽约）- NFY090S81
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S82",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（纽约）- NFY090S82
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S83",金枪鱼，罐装，STARKIST，轻块，水浸，去水（纽约）- NFY090S83
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S84",金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（纽约）- NFY090S84
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NY) - NFY090S85",金枪鱼，罐装，STARKIST，轻块，水浸，去水（纽约）- NFY090S85
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0C",金枪鱼，罐装，STARKIST，轻块，水浸，去水净重（OK）- NFY090T0C
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0D",金枪鱼，罐装，STARKIST，轻块，水浸，去水净重（OK）- NFY090T0D
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0E",金枪鱼，罐装，STARKIST，轻块，水浸，去水净重（OK）- NFY090T0E
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0F",金枪鱼，罐装，STARKIST，轻块，水浸，去水（OK）- NFY090T0F
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0G","金枪鱼，罐装，STARKIST，轻块，水浸，去水（OK）- NFY090T0G
（由于“STARKIST”是品牌名称，保留不翻译，但根据规则1，只需输出一个中文食物名称，以下为符合规则的简化翻译）

水浸金枪鱼罐头"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0H","金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（OK）- NFY090T0H

（由于规则要求只输出一个中文食物名称，但提供的内容中包含了品牌名称和特定产品信息，故品牌名和产品描述保持原样，仅将""Tuna""翻译为“金枪鱼”。）"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0I","金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（OK）- NFY090T0I

（由于此条目包含品牌名称和特定产品编码，根据规则3和6，品牌名称保留不翻译，而通用食物名“Tuna”翻译为“金枪鱼”，并根据规则4描述了口味和加工方式。）"
"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0J","金枪鱼，罐装，STARKIST，轻块，水浸，沥干固体（OK）- NFY090T0J
```plaintext
水浸金枪鱼（STARKIST牌）
```"
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2E",金枪鱼罐头，阳光精选，水浸，沥干固体（加州）- NFY090T2E
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2F",金枪鱼，水浸，SUNNY SELECT，沥干固体（加州）- NFY090T2F
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2G",金枪鱼，水浸，SUNNY SELECT，沥干固体（加州）- NFY090T2G
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2H",金枪鱼，水浸，SUNNY SELECT，沥干固体（加州）- NFY090T2H
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2I",金枪鱼，水浸，SUNNY SELECT，去水固体（加州）- NFY090T2I
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2J",金枪鱼，水浸，晴天精选，去水（加州）- NFY090T2J
"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2K",金枪鱼，罐装，SUNNY SELECT，水浸，沥干固体（加州）- NFY090T2K
